Language_name,I,all,ash,bark,belly,big,bird,bite,black,blood,bone,breast,burn,claw,cloud,cold,come,die,dog,drink,dry,ear,earth,eat,egg,eye,feather,fire,fish,flesh,fly,foot,full,give,good,grease,green,hair,hand,head,hear,heart,horn,hot,kill,knee,know,leaf,lie,liver,long,louse,man,many,moon,mountain,mouth,name,neck,new,night,nose,not,one,path,person,rain,red,root,round,sand,say,see,seed,sit,skin,sleep,small,smoke,stand,star,stone,sun,swim,tail,that,this,tongue,tooth,tree,two,walk,water,we,what,white,who,woman,yellow,you
Afrikaans,Ek,,,,,,,,,blut,ben,bors,,,,,kom,stErf,hont,driNk,,or,,,,ox,,fur,fis,,,,fol,,,,,,hant,,hor,,horiN,,,kni,,blor,,lev3r,,lEis,,,,bErk,,nam,,nut,nax,nes,,en,pat,mE*s,,,,,,,sin,,,fEl,,,,,stEr,klip,son,,,,,toN,tant,bom,tw~e,,vat3r,o*s,,,,,,y3i
Agala,ame,,,,,,,,,oyo,dio,bu,,,,,hugu,,so,,,du,,,,giha*,,dou,moye*,,,,omonu,,,,,,debogo*,,du,,,,,hogowa,,dibi,,,,o*u,,,,gowule,,hu*,,dowado,gosio*go,migiyao,,sisa*fe,aili,o,,,,,,,digu,,,ko*fo*ya,,,,,kw~idiaho*,you,oso*,,,,,i,meyo,hebe*,sisa*ma,,hw~o*e,eli,,,,,,name
Agarabi,,,,,,,,,,nare,aiyampa,nani,,,,,ere,,iya,nona,,tatari,,,,au,,ira,,,,,,,,,,,ya,,iniya,,,,,ro,,ainoyariya,,,,,,,,anuyo,,bi,,,inura,ci,,,asa,,,,,,,,one,,,,,,,,ofu,o,ao,,,,,mapi,biantu,da,,,nomi,,,,,,,
Aghem Isu,,,,,,,,,,kuN,v3p,xe,,,,,bu,pf~o,bv~3,mu*,,tuNi,,,,s3,,vErE,Ti,,,,,,,,,,kw~e,,zu7,,doN,,,Nu*,,fu,,tEm,,,,,,ka7,,zEt,,fiaki,cugu,wi,,mo7,col,wu,,,,,,,ko7o,,,xu,,,,,si,tai,c3,,,,,nEm,soN,ka7,be,,mw~i,,,,,,,
Aghem Weh,,,,,,,,,,kaN,xop,xe,,,,,b3,kp~u,bv~3,m3,,tuNo,,,,s3,,vot,c3,,,,,,,,,,kp~e,,zow,,doN,,,5i,,fow,,th~3m,,soN,,,,ka7,,zot,,f3k3,co7,wei,,mo7,Ti,wu,,,,,,,ko7,,,,,,,,s3,tai,5i,,,,,n3m,soN,ka7,b33,,mmo,,,,,,,
Aghem Wum,,,,,,,,,,kaN,xo,xe,,,,,buo,pu,bv~3,m3,,toN7~lo,,,,s3,,w3n,c3xa,,,,loe,,,,,,kw~e,,zu,,doN,,,53,,fu7u,,tom,,,,,,kw~a7,,z3n,,fuo,co7,wi,,mo7,Ti,wu,,,,,,,ko7,,,,,,,,sa,tia,zu,,,,,nom,soN,ka7,b3xa,,mu7u,,,,,,,
Aghu 2,nu,,,,,,,,,go*,bigi,,,,,,dax,,yaNgi,,,,,,,kiomogo,,ya*,,,,,,,,,,,bedo,,,,,,,,,,,,,aNgu,,,,,,fi,,,womi*,,,fasike,,,,,,,,,eteox,,,xa,,,,,,io,sowo,,,,,,maga,kesaxe,okuomu,,oxo,nugu,,,,,,bu
Aghu Tharrnggala,ya,,,,,,,,,exwil3m,ak3w,3ny~uN3,,,,,ro,lke,3tu3,th~e,,3ni3,,,,alpi3l3,,mo3,,,,,,,,,,,ari,,,,,,,paynd~3l3,,3riNg3l,,3th~u,,,,,,alxunh3,,Nor,,,,mu,,nh~awNk~3n,,me,,,,,,,ta,,,3tin3,,,,,rN3l,alxunh~3,ath~i3,,,,,3lpinh~3,liy3,ku,armb~i3,,No,5dy$an,,,,,,ni
Agi,ma,,,,,,,,,kari,kw~a,ba,,,,,ada,odra,koca,umvu,,bi,,,,mi,,asi,kebi,,,,,,,,,,dri,,ari,,kw~oyi,,,kaya,,,,kariba,,,,,,kw~eni,,ru,,kudi,Ng~aci,komvo,,aloa,pati,dedr,,,,,,,nd~ra,,,ini,,,,,bibi,kuniNw~a,kitu,,,,,ladra,si,cw~a,irri,,icw~i,ama,,,,,,mi
Agi Agei,h3w3,,,,,,,,,ham3Nga,am3naNg3l,nimei,,,,,ara,almo,nimbo,onaka,,mugwelnda,,,,yuwelda,,ni,nayula,,,,ndalbiki,,,,,,,,eti,,,,,pund3g3l,,ning3l,,nimbialNg3l,,watoka,,,,haluaNgal,,nok3mbi,,norhita,hawal,tuwark3l,,nalha,yota,,,,,,,,atia,,,ywot3,,,,,,,wota,,,,,nalia,ne,ninwal,piey,,wul,handia,,,,,,yi
Agi Yolpa,h3m3,,,,,,,,,hamnga,hamnang3l,nimi,,,,,,nalmul,nimbo,onaka,,moNgwald3,,,,ywald3,,ni,nazula,,,,kapuk3wara,,,,,,,,,,,,,wundih3l,,niNg3l,,nimbiyEng3l,,watoka,,,,aloNg3l,,nokmbi,,nawurka,haw3l,tuark3,,nan3papa,zora,,,,,,,,asia,,,zwor3,,,,,miri,,hora,,,,,yiliawal,ney,numu3l,piEm,,wul,handia,,,,,,yi
Agob Dabu,Nana,,,,,,,,,mem,kut,Ngam,,,,,wia,kududar,doraN,none,,ran,,,,ikop,,yu,pudi,,,,,,,,,,taN,,nandaran,,,,,tubu,,nope,,yoa,,koban,,,,pard,,bin,,,kuta,muruN,,tuptlibi,nuNgo,,,,,,,,,,,toe,,,,,piro,dadar,iabada,,,,,dogmar,uguwoi,ro,kumlibi,,ine,,,,,,,boNgo
Agra Gujari,ma*i*,,,,,,,,,Lou,h3di,C3ti,,,,,an3,m3r,kut3,pi,,kan,,,,a*kh~,,ag,m3Ch~i,,,,,,,,,,,,sun,,siNg,,,,,p3t3,,,,,,,,,,na*,,n3wa*,rath~,nakh~,,ekh~,ra,manos,,,,,,,dh~Ekh~,,,kh~al,,,,,tar3,p3t3r,suraZ,,,,,jib,d3*nt,rukh~,do,,pani,h3m,,,,,,t3m
Agta,iyok,,,,,,,,,dogo,tulaN,susu,,,,,,,otu,uminum,,boNboN,,,,moto,,opuy,ikan,,,,moponnu,,,,,,komot,,modoNog,,,,,tud,,don,,ogol,,kutu,,,,bogetoy,,Nogan,,bagu,hiklom,iguN,,tatakdoy,dolan,toloy,,,,,,,mo7ito,,,tobbit,,,,,bitwon,botu,,,,,,hilo,Nipon,koyu,duwo,,donum,ikitam,,,,,,iko
Aguacatec,in,tirkun,cax,"xalk""ok""il","k""ul",nim,"C""ul",Ci7on,"q""eq","aSC""el",baq,im,na can,"pak""","sbaq""",Cew,kul,kim,"C""i7","tk""axlen",sqex,SCin,"C""oC""",wan,xox,Ciwucu7,Si7il,"q""aq""",k3y,Cibax,Siky~7in,q3n,nox,"sawaq""e7 cac",balax e7,manteka7,CaS,Si7il,"q""ab",wi7,wit,alma7,"tuk""",cala7,kimse7,"C""ek",Cum,Saq,koy,"C""oC""",nim tqanil,"k""uS",yax,ala7,Saw,wuc,ci7,bi7,qul,"ak""ax","laq""bal",xu7,kil,xun,"q""ab be7",wunak,abal,ky~3q,takl,toloS,"camlik""",al,il,ix,"k""ol","c""uml",witen,talkoCk,sib,Cik,"C""uml","k""ub","q""ex",xiCin,xe7,ac,e7x,"aq""",e7,ce7,kob,Son,a7,o7,"mb""i",saq,na7x,Snan,"q""an",aS
Aguacateco Aguacatan,in,ky~eqil,cax,tex,"k""ul",nim,"C""ut","c""i7","q""eq","CiC""","b""aq",im,"ok q""aql","pak""","sb""aq""",Cew,sax,kim,Swit,"xob""i",sqex,SCin,"T""oT""","b""ax","k""olob""",wic,Si7il,"q""aq""",kay,"Cib""ax",el tky~ax,aqan,nonaq,aq,"b""an",manteka7,TaS,Si7,"q""ab""",wi7,"b""it",alma7,"tuk""","c""a7","b""iy","c""ek",il,Saq,koyl,"T""oT""",nim tqan,"k""uS",yax,wi7 nin,Saw,wic,ci7,"b""i7",qul,"ak""ax","aq""b""al",xu7,ki,xun,"b""e7",naq,"ab""al",ky~aq,taql,tolC,"samlik""",al,il,ix,"k""olC",ex,wit,xuy,"sib""",Tikl,"T""uml","k""ub""","q""ex",iCin,xe7,i7,xex,"aq""",e7,ce7,"kob""","x""on",a7,o7,"mb""i7",saq,na7,Snan,"q""an",aN
Aguaruna,wi,aSi,yuku*,saepe*,,mun,Cinki,esa,Suwin,numpa,ukunC,pihan,kapou,nanCik,yuhankim,cecek,tan,ha,ya*wa*,umu,buku,kuwiS,nunka,yu,nuhin,hi,u*he*,hi,namak,ne*he*,nanama,dawe,piyaku,su,penkeg,kuntuha*m,dagan,intaS,uweh,buk,an,anentai,kaCu,nimpahu*,mou,tikiS,deka,duka,tepe,akap,esaham,tema,aiSman,,nantu,muha cakahu,wenu,dahi*,kuntuh,yamaham,kaSi,nuhi*,aca,bakiCik,hinta,aenc,yumi,kapantu,kankap,sukunmou,kayam,tu,waina,aha*k,ekema,duwap,kanu,manCuC,bukuitut,,yaya,kaya,eca*,yukuma,uhuk,au,hu*,idai,dai,numi,himan,wekaga,yumi,ii,wa*hi*,puhuptin,yaki,nu*wa,yanku,ame*
Aguaruna 2,wi,,,,,,,,,numpa,ukunCi,d3ts3p,,,,,minit,b3s3t,yawa,umut,,kuwiS,,,,xi,,xi,namak,,,,,,,,,,uw3x,,antut,,,,,,,duka,,akap,,t3ma,,,,,,da,,yamaxam,kaSi,duxi,,bakiCik,xinta,a3nc,,,,,,,dit,,,duwap,,,,,yaya,kaya,,,,,,idai,dai,,ximaN,,yumi,i,,,,,,am3
Agul,zun,,,,,,,,,i7,irk,muXur,,,,,argis,"k""is",Xuy,uXas,,iwur,,,,ul,,"c""a",baluX,,,,"ac""ar",,,,,,Xil,,,,"k""arC",,,"q""aq""",,"c""ab",,"lEk""y~",,nEt,,,,su,,tur,,"c""ayif",isw~,quq,,sad,,idEmi,,,,,,,agw~as,,,Xam,,,,,XX~ar,Xw~an,raX,,,,,mEz,silEb,dar,"q""X~ud",,xEd,xin,,,,,,wun
Ahan,,,,,,,,,,ese,igbegbe,Emu*,,,,,,,,,,endi,,,,ewu,,,e8u,,,,,,,,,,o,,,,,,,egu,,,,Ejo,,,,,,,,,,,,owu*,,,,,,,,,,,,,,iji,,,,,,,,,,,,irE*,e5i*,,,,o5i*,,,,,,,
Ahante,mi,,,,,,,,,mejo,bowulo,ovuno,,,,,bilo,wu,oyuwo,nu,,ozu*Li*,,,,oyi*Li*,,sini,ejeni,,,,mo*Li*,,,,,,sola,,ti,,oyiani,,,nokulubo,,nj~osuwo,,ovulo,,ejike,,,,file,,dimo,,fulo,ohu*Li*mo,oNu*Li*,,oku*,ohuoni,eni,,,,,,,Nu,,,Nu*Lo*mi,,,,,oholoNw~o*,owulo,oyuwo,,,,,tovulumo,3jele,owudo,o*yi*,,nz~ulo,omiya,,,,,,mowu
Aheave,ora,,,,,,,,,apu,uki,mame,,,,,eko,opoia,ave,ma levaha,,moko,,,,ovohae,,kere,ekaka,,,,loka elai,,,,,,mei,,iapa,,kea,,,more ari,,korakoro,,iki,,karukaru,,,,kela,,lare,,ereke,oroma,overa,,lohoreokore,hoi,hoela,,,,,,,ovohae eava,,,maea pura,,,,,kou,ohore,homare,,,,,eru,kao,kora,lahoaha,,ma,elaveia,,,,,,a
Ahlo,omi,,,,,,,,,bica,kabi,dunu,,,,,ba,ku,okp~E,ye,,to,,,,ewunEbi,,ibi,idEflo,,,,uyi,,,,,,kafu,,yato,,iwo,,,iluku,,awa,,gEligE,,awalE,,,,do,,5i,,uNweni,nayide,Noti,,ili,di,Noni,,,,,,,ya,,,dika,,,,,foflobi,la,iyi,,,,,ne,nebi,oti,iwa,,bosi,owo,,,,,,owE
Ahom,kau,,,,,,,,,lit,duk,uk,,,,,ma,tay,ma,,,,,,,ta,,ph~ay,pla,,,,tim,,,,,,mi,,5in,,kh~aw,,,,,bau,,tap,,,,,,ph~u,,,,,kh~in,daN,,,taN,,,,,,,,,,,,,,,,daw,rin,,,,,,lin,kh~rew,,swaN,,nam,raw,,,,,,
Ahtna,si,,,,,,,,,del,"c""en",ba,,,,,ani,ca,Li,,,cax,,,,nEq,,"qon""",ba7,,,,Let,,,,,,la,,nik,,de,,,"Got""",,"t""an""",,"zet""",,ya7,,,,ceL,,zi,,"q""adidi",tec,cis,,"c""iL",tene,denE,,,,,,,En,,,ta,,,,,"son""",bEs,sa,,,,,cula7,Xu,bEl,na,,tu,nEne,,,,,,nen
Ai Banda,beta,,,,,,,,,darah,,susu,,,,,langgar,mati,andjiN,minoN,,taliNan,,,,mata,,api,ikan,,,,ponoN,,,,,,taNan,,,,,,,kaki buku,,daoN,,,,kutu,,,,gonoN,,nama,,baru,malaN,idom,,satu,djalan besar,,,,,,,,,,,kulit,,,,,bintaN,batu,matari,,,,,lidah,gigi,pon,dua,,aer,teroN,,,,,,pane
Aihui Manchu,bi,,,,,,,,,seNen,giriNi,tuNu,,,,,ji,buCi,inoxo,,,San,,,,yac3,,yaxa,nimaxa,,,,,,,,,,gala,,donj~i,,Sigia,,,tugian,,abdaxa,,foXoN,,,,,,Elin,,g3vu,,,dovure,ovuro,,3mk3N,,niama,,,,,,,sauv3,,,sogo,,,,,uSZ~ga,v3x3,Sun,,,,,,vex3,fodoXoN,jo,,muk3,bo,,,,,,Si
Aikana,hisa,hamai,8u*papa,edudu,tapa,tj~ab3j,pijamami*j,kaw,vi,i*,zu,CeCy~7i*,,irid3j,wirj~ya7i,kj~aw3j,ware,hime*,a*rj~ya,hu,henekane7i,ni*8u*,di,kaw,8um3*j,muka,ji,hine,a*ti,je*,Caw,r3ca,jerewa,hiba,hi7a*,8a*jri,hiriri,ji,ine,tinu*pa,anapa,tikh~ikhy$7i,k3jde,hane,ta,r3mu*,arjo,widj~diZi,ti,iri,u*pe,k3j,kure8a,ta8aka,ja,ui,wa,kj~aw3j,5enu*,8ame,8une,na*wa*,hina,ameme,ha,,hane,hadi,8a*pi,urerepe7i,hanunu*,kj~a*,apa,8a*w,diri,edudu,awa*,isie*,Cini,ewarj~i,jite,haZi,jederine7i,su*,wi*jdi,kari,hiba,waru,mu*j,we,atuka,,hane,sate,bari,arara,tarai,detj~a,parari,hi*8a
Aiklep,,,,,,,,,,walo,kagai,vieNe,,,,,kme,,uun,kin,,loNok,,,,modok,,kuon,ili,,,,,,,,,,imoklo,,,,,,,kagudugu,,,,kakat,,ugut,,,,,,,,,imlik,iugwo,,nage,,,,,,,,,,,,kagugulu,,,,,kimdik,ukum,sinaN,,,,,kokmami,kokkimino,eke,kiep,,inuN,,,,,,,
Aiku,um,,,,,,,,,iwanim,ykilia,yman,,,,,bala,uwa,yimbak,an3N,,yngul,,,,zilu3m,,niu,ikwarin,,,,,,,,,,pamb~am,,,,,,,,,nim3yalk,,ymbal3m,,ymul,,,,akilim,,yaum,,nman wnwar,pau,3mwar,,ypaka,yau,,,,,,,,ari,,,taNgalip,,,,,nduwul,,tan,,,,,yalip,awak,nim,piak,,sulm,mian,,,,,,yin
Aimele,ne,,,,,,,,,omani,ki,bu,,,,,yabe,,a*gi,,,keleni,,,,si,,di,komolu,,,,,,,,,,debe,,deba,,,,,gulu,,yefo,,,,tede,,,,doma,,wi,,hi,solodiyabe,migi,,ageli,togolo,kolu,,,,,,,bobo,,,ka*fu,,,,,bilimu,doa,ofo,,,,,dabise*,bisi,yebe,ageleweli,,ha*ni,ni,,,,,,ge
Ainu Asahikawa,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,tek,,nu,,kiraw,,,koka,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,nimak,ni,tup,,waka,anokay,,,,,,e7ani
Ainu Bihoro,ku7ani,,,,,,,,,kem,pone,rerar,,,,,ek,ray,sita,ku,,kisar,,,,sik,,ape,cep,,,,sik,,,,,,paratek,,nu,,kiraw,,,koka,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,rus,,,,,rikop,suma,cup,,,,,parunpe,imak,ni,tup,,waka,anutari,,,,,,e7ani
Ainu Hiratori,kani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,huype,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,nimak,ni,tup,,waka,a7oka,,,,,,e7ani
Ainu Horobetsu,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,kinop,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,nimak,cikuni,tup,,waka,a7okay,,,,,,e7ani
Ainu Kushiro,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,sita,ku,,kisar,,,,sik,,ape,cep,,,,sik,,,,,,tek,,nu,,kiraw,,,koka,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nocuy,suma,cup,,,,,parunpe,imak,ni,tup,,waka,ci7utari,,,,,,e7ani
Ainu Maoka,anokay,,,,,,,,,kem,poni,ram,,,,,eh,ray,seta,ku,,kisara,,,,sik,,unci,ceh,,,,siteno,,,,,,teh,,nu,,kiraw,,,kuysapa,,yam,,uraka,,uriki,,,,nupuri,,re,,asiri,kune,etupuy,,sineh,ru,aynu,,,,,,,nukara,,,rus,,,,,keta,suma,cuh,,,,,aw,imah,ni,tuh,,wahka,anokay,,,,,,e7ani
Ainu Nairo,anokay,,,,,,,,,kem,poni,ranka,,,,,ek,tay,seta,ku,,kisara,,,,sik,,unci,cep,,,,esikane,,,,,,tek,,nu,,kiraw,,,kumsisapa,,yam,,teput,,tasi,,,,nupuru,,te,,asiri,kune,etupuy,,sinep,tu,aynu,,,,,,,nukara,,,tus,,,,,nociw,suma,cup,,,,,aw,imak,ni,tup,,waka,anokay utara,,,,,,e7ani
Ainu Nayoro,ku7ani,,,,,,,,,kem,pone,rerar,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,tek,,nu,,kiraw,,,koka,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,aw,nimak,ni,tup,,waka,anokay,,,,,,e7ani
Ainu Niikappu,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sik,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,huype,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,mimak,cikuni,tup,,waka,ci7oka,,,,,,e7ani
Ainu Nukkibetsu,kani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sikteno,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,huype,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,mimak,cikuni,tup,,waka,coka,,,,,,e7ani
Ainu Obihiro,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,sita,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,paratek,,nu,,kiraw,,,kokapake,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,imak,ni,tup,,waka,anutari,,,,,,e7ani
Ainu Ochiho,anokay,,,,,,,,,kem,poni,ram,,,,,eh,ray,seta,ku,,kisara,,,,sis,,unci,ci7ep,,,,sisteno,,,,,,teh,,nu,,kiraw,,,kuysapa,,yam,,huy,,rasi,,,,nupuri,,re,,asiri,kune,etupuy,,sineh,ru,aynu,,,,,,,nukara,,,kah,,,,,keta,suma,tonocuh,,,,,aw,imah,ni,tuh,,wahka,anokay utara,,,,,,e7ani
Ainu Oshamambe,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,ci7ep,,,,sikno,,,,,,tek,,nu,,kiraw,,,kokasapa,,ham,,kune huype,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,nimak,cikuni,tup,,waka,ku7ani utar,,,,,,e7ani
Ainu Raichishka,ku7ani,,,,,,,,,kem,poni,reraru,,,,,eh,ray,seta,ku,,kisaru,,,,sis,,unci,ceh,,,,esisteh,,,,,,parakita,,nu,,kiraw,,,kuysapa,,yam,,uraka,,rasi,,,,nupuru,,re,,asiri,ukuran,etupuy,,sineh,ru,aynu,,,,,,,nukara,,,kah,,,,,keta,suma,tonocuh,,,,,aw,imah,ni,tuh,,wahka,anokayahcin,,,,,,e7ani
Ainu Samani,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,sita,ku,,kisar,,,,sik,,ape,cep,,,,sikno,,,,,,tek,,nu,,kiraw,,,kokapake,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,ecu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,peker cupkamuy,,,,,parunpe,imak,ni,cup,,waka,ci7okay,,,,,,e7ani
Ainu Saru,kuani,,,,,,,,,kem,pone,rerar,,,,,ek,isam,sita,ku,,kisar,,,,sik,,ape,cep,,,,sik,,,,,,tek,,nu,,kirau,,,,,ham,,huipe,,,,,,nupuri,,re,,asir,ancikar,etu,,sine,cikusru,ainu,,,,,,,nukar,,,kamkasike,,,,,nociw,suma,to,,,,,parunpe,mimak,cikuni,tu,,waka,ecioka,,,,,,eani
Ainu Shiraura,ku7ani,,,,,,,,,kem,poni,ram,,,,,eh,ray,seta,ku,,kisara,,,,sis,,unci,ceh,,,,esisteh,,,,,,parakita,,nu,,kiraw,,,kuysapa,,yam,,uraka,,rasi,,,,nupuri,,re,,asiri,kune,etupuy,,sineh,ru,aynu,,,,,,,nukara,,,rus,,,,,keta,suma,tonocuh,,,,,aw,imah,ni,tuh,,wahka,anokay,,,,,,e7ani
Ainu Soya,cokay,,,,,,,,,kem,pone,rerar,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,cep,,,,sik,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,keta,suma,sirpeker cupkamuy,,,,,aw,imak,ni,tup,,waka,cokay utari,,,,,,e7ani
Ainu Tarantomari,anoka,,,,,,,,,kem,poni,ram,,,,,ek,ray,seta,ku,,kisaru,,,,sik,,unci,cep,,,,siteno,,,,,,tek,,nu,,kiraw,,,kuysapa,,yam,,uraka,,uriki,,,,nupuri,,re,,asiri,kune,etupuy,,sinep,ru,aynu,,,,,,,nukara,,,rus,,,,,keta,suma,tono tonpi,,,,,aw,imak,ni,tup,,waka,anoka uta,,,,,,e7ani
Ainu Yakumo,ku7ani,,,,,,,,,kem,pone,penram,,,,,ek,ray,seta,ku,,kisar,,,,sik,,ape,ci7ep,,,,sikno,,,,,,paratek,,nu,,kiraw,,,kokasapa,,ham,,kune ra,,urki,,,,nupuri,,re,,asir,kune,etu,,sinep,ru,aynu,,,,,,,nukar,,,kap,,,,,nociw,suma,cup,,,,,parunpe,mimak,ni,tup,,waka,a7okay,,,,,,e7ani
Aishuo Wa,o7,,,,,,,,,nh~am,si7aN,,,,,,hoik,Zum,so7,,,ZuZh~auk,,,,Nai,,,ka7,,,,,,,,,,tai7,,Nh~iat,,ruN,,,NoN,,lh~akh~au7,,tom,,si7,,,,goN,,,,,ponbo,muih,,ti7,,pui,,,,,,,gaik,,,,,,,,sim7uiN,,siNai,,,,,dak,rh~aN,kh~au7,ra,,rom,Zi7,,,,,,mai7
Aja,ma,,,,,,,,,usa,cungu,vovo,,,,,a7bu,iri,Cino,amu,,mimbi,,,,i5i,,uCwa,kono,,,,,,,,,,,,ayi,,dere,,,kuku,,,,,,,,,,mbia,,kiri,,re7be,,mumu,,kpa,i5ikugba,,,,,,,,aku,,,ngraku,,,,,ngEdE,gisi,kudyo,,,,,ndindyi,uku,CiCi,bira,,7ba7ba,ama,,,,,,mu
Ajie,go,,,,,,,,,wara,Tu,maya,,,,,mi,me,taua,wa*yo,,bode*,,,,piama,,ke*moru,e*wa*,,,,rari,,,,,,nexara*,,pw~ere,,gi,,,be a*,,deke*,,kamara,,kuru,,,,gw~e*wa,,ne,,dowo,bw~e*,kw~i*,,ra,kayo,ka*mo,,,,,,,ru*,,,ka*ra*,,,,,arawira,peya,maxa,,,,,kurume,pawa*,ke*,karu,,ra,gare,,,,,,ga
Ajyininka Apurucayali,naka,,,,,,,,,ira,tonki,tini,,,,,pok,otonk,oci,ir,,kempita,,,,oki,,,Sima,,,,,,,,,,ako,,kem,,Ce,,,yereto,,Si,,irapana,,ne,,,,antami,,,,ovakerari,ciriniri,kiri,,apani,a,,,,,,,,5,,,meSina,,,,,impokiro,mapi,ory~a,,,,,nene,aiki,inCato,apite,,xi5a,aka,,,,,,eroka
Aka,e,,,,,,,,,gyefa,,CuNi,,,,,lako,,,mEtu,,sigi,,,,eri,,ma,,,,,,,,,,,cerga,,,,,,,kusu,,,,,,,,,,,,,,,,imanamudi,,ligidi,,,,,,,,,g3l3ko,,,,,,,,,pela,bidi,,,,,kula,5ice,kaica,wasi,,ci,Ege,,,,,,in
Aka Bea,dola,,,,,,,,,ti,ta,otkug,,,,,on,okoli,bibi,wElej,,igpuku,,,,idol,,idal,yad,,,,tEpe,,,,,,oNkoro,,idEi,,wolota,,,oblo,,itoN,,obmug,,,,,,,,otiN,,goi,gurug,igCoronga,,ubatul,tiNa,abdalag,,,,,,,igbadi,,,,,,,,Cato,taili,bodo,,,,,akaEtel,igtug,akataN,ikpor,,,moloiCik,,,,,,Nola
Aka Bo,,,,,,,,,,ta,to,irkomdo,,,,,iye kon,oNom pil kon,bibi,poi kon,,ir bo,,,,ir ko dig,,ohtdo,toi i o,,,,,,,,,,on korodo,,a biNo kon,,ot wulu to,,,lu,,coi,,,,kalo,,,,burindo,,a liwo,,kui,potido,,,,lukdo,nule,,,,,,,ir tilu kon,,,ote koiC,,,,,koicen,mado,oute,,,,,ototel,mo palo,o toN,ir pol,,ano,mule,,,,,,Nule
Aka Cari,tio,,,,,,,,,3t3,3 tori,3r m3 t3,,,,,k3 liN 3m3t,em pil,bibi,to ku,,3r buoh,,,,3r ulu,,oht,Ti,,,,,,,,,,om kudimo,,oko biNu,,un toi i,,,3 Turo,,Nyo,,,,k3lo,,,,buroin,,3 liwu,,koi,y3r bot,,,on tolbo,t3 luk,,,,,,,,3r ted3,,,ot kobo,,,,,kotoin,m3o toiyi,diu,,,,,okotot,m3r pil3,oko toNel,n3rpol,,ino,mio,,,,,,Nio
